target,Var1_binary,Var2,Var3,Var4,Var5,Var6,Var7,Var8,Var9,Var10,Var11,Var12,Var13,Var14,Var15,Var16,Var17,Var18,Var19,Var20,Var21,Var22,Var23,Var24,Var25,Var26,Var27,Var28,Var29,Var30
0.0,1,3,2,2100,6,1,582.12,0.0,6120,3500.0,4,5.0,33.583561643835615,1,1,1,3525.57,-1.0,,0,0,1,2,3,3,2,0,0,1,0
0.0,0,2,1,8900,24,1,531.56,0.0,5280,0.0,5,0.0,35.93424657534246,3,0,0,1745.77,1.0,,1,1,1,1,0,2,2,0,0,2,0
0.0,0,2,1,5900,12,1,892.19,0.0,9360,0.0,5,0.0,26.18082191780822,1,1,1,5402.99,0.0,,4,4,4,4,0,3,1,0,0,0,0
0.0,0,2,2,9400,42,1,296.88,0.0,3600,0.0,6,0.0,26.263013698630136,2,1,1,1212.82,1.0,,0,0,0,1,3,3,0,0,0,0,0
0.0,0,2,1,7700,63,1,166.56,0.0,4320,0.0,5,0.0,32.553424657534244,0,0,0,2535.72,1.0,,0,0,0,0,3,2,1,0,0,1,0
0.0,0,2,1,8700,15,1,930.74,0.0,6120,0.0,5,0.0,28.394520547945206,0,0,0,3645.2,1.0,,0,0,0,0,3,2,0,0,0,1,0
0.0,0,1,1,14500,39,1,501.23,14900.0,4680,0.0,5,0.0,29.80821917808219,2,0,1,1733.32,-1.0,1.0,3,3,3,3,0,1,2,0,0,1,0
0.0,0,1,1,14100,39,3,1541.85,17100.0,3720,0.0,5,0.0,22.115068493150684,1,0,0,1306.33,-1.0,1.0,0,4,4,4,0,0,0,0,0,0,0
0.0,1,2,2,9600,33,1,420.9,0.0,3600,2400.0,5,6.0,31.44931506849315,0,1,1,2569.89,1.0,,2,2,2,2,0,2,0,0,0,0,0
0.0,0,1,1,15200,63,3,971.61,18200.0,6720,0.0,1,0.0,34.295890410958904,3,0,0,3600.36,-1.0,1.0,0,0,0,0,0,0,0,0,0,0,0
1.0,0,3,1,4000,24,1,253.83,0.0,0,0.0,7,0.0,20.77260273972603,1,3,3,1630.93,-1.0,,0,1,1,1,0,0,0,0,0,0,0
0.0,0,2,1,10200,57,1,246.37,0.0,3240,0.0,3,0.0,20.84109589041096,0,0,0,1120.14,1.0,,1,1,2,2,0,3,1,0,0,0,0
0.0,1,1,1,14100,39,1,483.41,16800.0,5880,2800.0,5,5.0,24.797260273972604,2,0,0,2870.15,-1.0,1.0,0,0,0,0,0,3,2,0,0,3,0
0.0,0,3,1,4500,12,3,1608.93,0.0,4680,0.0,3,0.0,21.556164383561644,0,0,0,1854.13,-1.0,,0,1,1,1,0,0,0,0,0,1,0
0.0,1,3,1,3300,30,1,147.54,0.0,3120,3600.0,5,5.0,17.936986301369863,2,0,2,4002.26,-1.0,,0,0,0,0,3,2,1,0,1,0,0
0.0,0,1,1,9200,30,1,428.23,10700.0,4080,0.0,4,0.0,28.66849315068493,1,1,3,1810.18,-1.0,1.0,2,3,3,3,0,3,0,0,0,0,0
0.0,0,1,1,16000,42,1,516.26,27000.0,4680,0.0,6,0.0,20.778082191780822,1,0,2,1481.43,-1.0,1.0,1,1,1,1,3,3,0,0,0,0,0
0.0,0,1,2,12900,207,1,91.76,19100.0,2520,0.0,5,0.0,27.947945205479453,1,2,2,1143.76,-1.0,0.0,0,0,1,1,0,2,0,0,0,1,0
0.0,0,2,2,10100,27,3,1519.89,0.0,3240,0.0,2,0.0,23.71780821917808,0,0,0,1888.24,1.0,,0,0,1,1,0,2,1,0,0,0,0
0.0,0,3,1,3500,42,1,114.51,0.0,3240,0.0,5,0.0,21.59178082191781,3,2,2,1729.9,-1.0,,0,0,0,0,0,2,1,0,0,1,0
0.0,0,3,1,4000,39,3,415.62,0.0,5880,0.0,5,0.0,20.517808219178082,1,1,1,2574.51,-1.0,,3,3,3,3,3,3,1,0,0,1,0
0.0,1,2,1,7700,15,1,859.63,0.0,9240,3400.0,5,5.0,30.27123287671233,0,0,0,4001.82,1.0,,0,0,0,1,0,2,2,0,0,1,0
0.0,1,1,1,10400,21,1,688.22,14800.0,4920,4600.0,5,5.0,34.846575342465755,2,1,3,4958.48,-1.0,1.0,2,2,3,3,0,3,1,0,0,1,0
0.0,0,1,2,8400,42,1,278.37,9300.0,4560,0.0,4,0.0,34.45753424657534,0,0,0,1658.89,-1.0,1.0,0,0,0,0,0,2,1,0,0,1,0
0.0,1,3,1,3000,12,3,1182.39,0.0,3000,3400.0,5,5.0,24.90684931506849,1,1,1,2234.04,-1.0,,0,1,1,1,0,0,0,0,0,0,0
0.0,0,1,1,12300,27,1,627.18,18000.0,4800,0.0,5,0.0,34.342465753424655,2,1,1,1897.64,-1.0,0.0,1,2,3,3,0,0,0,0,0,0,0
0.0,0,2,1,10400,21,1,713.29,0.0,4440,0.0,5,0.0,22.16986301369863,2,0,3,1616.11,1.0,,3,5,5,5,0,0,0,0,0,0,0
1.0,0,1,1,13600,27,3,2118.66,13700.0,4200,0.0,5,0.0,31.67945205479452,0,0,0,1546.9,-1.0,1.0,0,1,5,5,0,2,2,0,1,1,0
0.0,0,3,1,2200,6,1,688.22,0.0,5400,0.0,5,0.0,17.54794520547945,3,1,1,1670.23,-1.0,,0,0,1,1,0,0,0,0,0,1,0
0.0,0,1,2,13300,27,1,690.92,16500.0,5040,0.0,6,0.0,28.03287671232877,2,0,0,2162.65,-1.0,0.0,2,2,3,3,0,3,2,0,0,0,0
0.0,0,3,1,3600,9,1,623.06,0.0,5760,0.0,5,0.0,33.50684931506849,2,1,1,3160.18,-1.0,,0,0,0,0,0,3,0,0,0,0,0
0.0,1,2,1,9600,21,1,622.72,0.0,4560,2800.0,5,5.0,25.71780821917808,0,0,2,2363.81,1.0,,0,0,0,0,0,2,2,0,1,0,0
0.0,0,1,1,14700,78,1,254.47,18600.0,0,0.0,7,0.0,20.77260273972603,1,0,0,1965.9,-1.0,0.0,2,2,2,2,0,0,0,0,0,1,0
0.0,0,2,1,11600,27,1,634.25,0.0,4200,0.0,4,0.0,31.564383561643837,0,0,0,2244.81,1.0,,0,1,1,3,0,0,0,0,0,1,0
0.0,0,1,1,13600,66,1,282.74,17200.0,2640,0.0,5,0.0,25.95068493150685,2,2,2,932.99,-1.0,1.0,0,0,0,0,0,3,1,0,0,0,0
0.0,0,3,1,3400,27,3,537.48,0.0,4080,0.0,5,0.0,27.926027397260274,1,3,3,2311.97,-1.0,,1,1,2,2,0,2,1,0,0,1,0
0.0,0,3,1,2000,12,1,327.98,0.0,5280,0.0,5,0.0,35.367123287671234,2,3,3,1873.91,-1.0,,1,1,1,1,0,3,0,0,0,0,0
0.0,0,1,2,12400,36,1,471.93,19300.0,4080,0.0,5,0.0,22.295890410958904,0,1,1,1884.42,-1.0,1.0,0,2,2,2,0,2,2,0,0,1,0
0.0,0,1,1,10800,33,3,1422.33,21500.0,3720,0.0,1,0.0,25.057534246575344,1,0,0,2218.32,-1.0,1.0,1,1,1,2,0,2,0,0,0,1,0
0.0,0,0,1,11900,21,1,895.27,0.0,6480,0.0,6,0.0,20.334246575342465,3,1,3,2270.69,-1.0,0.0,0,0,0,0,0,0,0,0,0,1,0
0.0,0,1,1,15000,60,6,2146.8,15900.0,3840,0.0,3,0.0,35.62191780821918,1,1,1,1301.54,-1.0,1.0,0,0,0,2,0,2,2,0,0,1,0
0.0,0,3,1,3700,12,1,585.79,0.0,6360,0.0,5,0.0,24.005479452054793,0,0,0,2973.26,-1.0,,0,0,0,0,0,0,0,0,0,1,0
0.0,1,1,2,11600,51,3,915.15,18700.0,2760,3500.0,5,5.0,25.421917808219177,1,3,3,2102.85,-1.0,1.0,0,3,3,4,2,3,0,0,1,0,0
0.0,0,3,1,3800,21,1,284.54,0.0,4920,0.0,5,0.0,28.117808219178084,2,0,2,1869.75,-1.0,,0,0,0,0,3,3,0,0,0,0,0
0.0,0,2,1,10300,45,1,305.62,0.0,3480,0.0,3,0.0,15.38082191780822,3,1,3,1390.14,1.0,,0,0,2,2,0,2,2,0,0,0,0
0.0,0,3,2,2900,9,1,599.03,0.0,7080,0.0,5,0.0,36.92602739726028,0,0,0,2473.19,-1.0,,3,3,3,3,0,3,1,0,0,0,0
0.0,1,1,1,12700,27,1,639.07,14100.0,6600,5100.0,5,5.0,34.38356164383562,0,0,0,5168.56,-1.0,0.0,0,0,0,0,0,0,0,0,0,0,0
0.0,1,2,2,6900,66,1,142.66,0.0,3960,2700.0,4,5.0,32.13972602739726,0,0,0,3649.9,1.0,,1,2,2,2,0,2,1,0,0,1,0
0.0,1,1,2,11200,27,1,623.16,21800.0,4920,3700.0,5,5.0,34.846575342465755,0,1,2,2613.31,-1.0,1.0,1,1,1,3,0,3,2,0,0,0,0
1.0,0,1,1,7300,18,1,590.16,9700.0,4920,0.0,1,0.0,25.397260273972602,0,0,0,3244.96,-1.0,1.0,0,2,2,2,3,3,1,1,1,1,0
0.0,0,1,2,14100,48,1,395.84,16600.0,3360,0.0,5,0.0,19.893150684931506,3,0,1,1305.83,-1.0,1.0,1,2,2,2,0,3,0,0,0,1,0
0.0,0,2,1,8200,21,1,571.14,0.0,5280,0.0,4,0.0,23.432876712328767,1,0,0,2087.56,1.0,,5,5,5,5,0,0,0,1,1,0,0
0.0,0,1,1,16600,30,1,806.21,22200.0,4920,0.0,5,0.0,34.97260273972603,2,0,0,2019.19,-1.0,0.0,1,3,3,3,0,3,2,0,0,1,0
0.0,1,2,1,8400,18,1,663.78,0.0,4320,5000.0,5,5.0,31.715068493150685,1,1,1,4501.7,1.0,,0,0,0,0,0,3,2,0,0,0,0
0.0,1,2,1,12200,51,1,327.63,0.0,3840,2100.0,5,6.0,30.832876712328765,0,0,0,2436.98,1.0,,0,0,0,1,0,3,1,0,0,1,0
0.0,0,2,1,9400,27,1,489.4,0.0,4080,0.0,5,0.0,23.273972602739725,0,0,2,1527.78,1.0,,0,1,1,1,0,3,0,0,0,1,0
0.0,0,1,1,12100,27,1,671.65,13400.0,4680,0.0,5,0.0,26.465753424657535,0,0,0,2072.79,-1.0,1.0,1,1,3,3,0,2,2,0,0,1,0
0.0,0,1,1,12800,57,3,909.93,17300.0,4800,0.0,5,0.0,21.117808219178084,3,0,0,2670.49,-1.0,0.0,0,0,0,0,0,3,1,0,0,1,0
0.0,0,1,1,9000,15,1,1043.58,10400.0,6720,0.0,5,0.0,34.07945205479452,0,0,0,3034.83,-1.0,0.0,0,0,0,1,0,3,2,0,0,1,0
0.0,1,1,1,10900,24,1,625.32,19700.0,4680,4100.0,5,4.0,25.427397260273974,1,0,0,2729.97,-1.0,0.0,0,0,0,0,0,3,2,0,0,1,0
0.0,0,1,1,13200,168,1,113.61,20600.0,4080,0.0,5,0.0,16.876712328767123,2,0,0,1255.51,-1.0,0.0,1,1,1,2,0,2,1,0,1,0,0
0.0,0,1,1,15200,18,1,1213.61,16200.0,8520,0.0,5,0.0,35.202739726027396,3,3,3,4116.22,-1.0,1.0,0,1,1,1,0,3,2,0,0,2,0
0.0,0,2,1,8900,24,3,1597.77,0.0,3360,0.0,5,0.0,15.915068493150685,1,0,0,1104.57,1.0,,1,1,2,3,0,0,0,0,0,0,0
0.0,0,1,1,16200,30,1,726.14,25400.0,6000,0.0,5,0.0,34.81917808219178,0,0,0,1891.0,-1.0,1.0,0,0,0,0,0,3,2,0,0,1,0
0.0,1,1,1,13300,57,1,313.46,14700.0,6840,4000.0,5,5.0,16.5013698630137,1,0,0,6172.11,-1.0,1.0,1,1,4,5,0,3,0,0,0,0,0
0.0,1,1,1,10100,30,1,483.37,14100.0,3960,3500.0,5,5.0,31.923287671232877,0,0,0,3001.42,-1.0,0.0,3,4,4,4,3,2,2,0,0,1,0
0.0,1,1,1,13700,33,1,577.7,14300.0,4800,4500.0,6,5.0,37.31232876712329,2,0,0,3250.77,-1.0,0.0,2,2,2,2,0,3,2,0,0,0,0
0.0,0,1,1,11400,51,1,305.88,12200.0,4200,0.0,5,0.0,35.38904109589041,0,2,2,2331.98,-1.0,1.0,0,0,4,4,0,3,0,0,0,1,0
0.0,1,1,1,13100,51,1,356.11,28800.0,4200,2800.0,5,5.0,31.06027397260274,1,0,0,3074.48,-1.0,1.0,1,1,1,1,0,2,1,0,0,1,0
0.0,1,0,1,9600,18,1,792.0,0.0,5760,4100.0,5,5.0,19.29041095890411,0,0,0,3200.55,-1.0,,0,0,2,2,0,3,2,0,0,1,0
0.0,0,1,1,12300,54,1,318.47,19400.0,5040,0.0,4,0.0,22.147945205479452,1,3,4,2463.93,-1.0,1.0,1,1,1,1,0,2,2,0,0,0,0
0.0,0,1,1,9400,12,1,1142.8,15100.0,9360,0.0,5,0.0,22.70958904109589,0,0,2,3828.33,-1.0,1.0,1,2,2,4,0,3,2,0,0,0,0
0.0,0,0,1,15200,222,1,102.56,0.0,4560,0.0,5,0.0,30.361643835616437,2,1,1,2131.27,-1.0,1.0,0,0,0,0,0,2,1,0,0,0,0
1.0,0,2,2,10700,30,1,493.52,0.0,5760,0.0,5,0.0,20.254794520547946,1,1,1,3291.24,1.0,,2,2,2,2,0,0,0,0,1,1,0
0.0,0,1,1,13200,48,6,2375.04,29500.0,6600,0.0,6,0.0,25.326027397260273,0,0,0,2735.22,-1.0,1.0,1,1,2,2,0,2,0,0,0,0,0
0.0,0,2,1,10800,51,1,289.81,0.0,4920,0.0,4,0.0,20.706849315068492,0,0,0,2301.94,1.0,,2,2,2,2,0,0,0,0,0,1,0
0.0,0,1,2,12200,39,1,425.53,12700.0,5160,0.0,1,0.0,34.56712328767123,2,0,0,2127.98,-1.0,0.0,0,1,2,2,0,3,2,0,0,0,0
0.0,0,2,1,9400,87,1,147.54,0.0,1680,0.0,4,0.0,25.356164383561644,0,3,4,864.31,1.0,,0,1,1,1,0,1,1,0,0,1,0
0.0,0,1,1,9800,42,1,313.85,13700.0,3960,0.0,4,0.0,37.89041095890411,1,0,0,2133.86,-1.0,0.0,0,0,0,0,0,3,1,0,0,1,0
0.0,1,1,1,7400,18,3,1756.11,11400.0,3960,5000.0,1,5.0,28.10958904109589,1,1,1,4615.32,-1.0,1.0,0,0,0,0,0,2,2,0,0,1,0
0.0,0,1,1,16300,36,3,1945.92,17000.0,5880,0.0,5,0.0,16.556164383561644,0,0,0,3179.32,-1.0,1.0,0,0,0,0,0,3,2,0,0,1,0
0.0,1,2,1,8800,15,1,1023.44,0.0,9120,2900.0,5,5.0,18.756164383561643,3,0,0,4599.63,1.0,,0,0,0,4,0,2,2,0,0,1,0
0.0,0,1,2,10700,27,3,1630.92,15600.0,5400,0.0,5,0.0,23.542465753424658,2,0,0,2963.7,-1.0,0.0,1,4,4,4,0,3,1,0,0,0,0
0.0,0,2,2,7900,51,1,206.4,0.0,8760,0.0,5,0.0,23.345205479452055,3,0,2,3024.24,1.0,,0,3,3,3,3,0,0,0,0,0,0
0.0,0,1,1,15700,51,1,431.06,20800.0,4680,0.0,5,0.0,34.53972602739726,1,0,0,2557.84,-1.0,0.0,2,2,2,2,0,2,2,0,0,1,0
0.0,0,1,2,15300,51,1,421.03,21000.0,5040,0.0,5,0.0,37.23561643835617,0,1,1,2056.01,-1.0,1.0,1,4,5,5,3,3,1,0,0,1,0
1.0,0,2,1,8200,27,1,413.83,0.0,0,0.0,7,0.0,20.77260273972603,1,0,0,1893.01,0.0,,2,2,2,4,0,1,1,0,0,0,0
0.0,1,3,1,1700,12,6,2236.26,0.0,2400,6300.0,5,5.0,27.816438356164383,1,2,4,3135.78,-1.0,,0,0,0,0,0,2,2,0,0,1,0
0.0,0,2,1,11800,48,1,331.58,0.0,7200,0.0,5,0.0,28.71232876712329,2,1,1,3613.81,1.0,,1,1,1,1,0,0,0,0,0,0,0
0.0,1,3,1,2900,24,3,541.59,0.0,3720,2300.0,5,5.0,16.17808219178082,0,0,0,3470.22,-1.0,,0,0,0,1,0,0,0,0,0,0,0
0.0,0,1,1,14000,30,1,647.74,27500.0,4800,0.0,4,0.0,34.03013698630137,1,0,0,2137.23,-1.0,0.0,0,0,0,0,0,0,0,0,0,1,0
0.0,1,1,1,11100,21,1,741.17,17500.0,6480,3000.0,6,5.0,34.26301369863014,0,1,1,4289.89,-1.0,0.0,1,1,1,1,0,0,0,0,0,1,0
0.0,0,1,2,11600,33,3,1543.02,12700.0,5520,0.0,5,0.0,34.98082191780822,1,2,4,2203.89,-1.0,0.0,1,1,1,1,0,3,0,0,0,2,0
0.0,0,1,1,17000,141,1,171.32,31000.0,3720,0.0,2,0.0,26.783561643835615,0,0,0,1994.83,-1.0,1.0,1,3,3,3,0,0,0,0,0,1,0
0.0,0,2,1,7700,21,1,501.23,0.0,4680,0.0,5,0.0,27.671232876712327,1,2,2,1405.59,1.0,,0,2,2,2,0,2,2,0,0,1,0
0.0,1,3,1,4400,15,1,521.89,0.0,5280,3500.0,6,5.0,35.78082191780822,1,0,0,3093.27,-1.0,,2,5,5,5,0,3,1,0,0,1,0
0.0,0,1,2,12100,30,1,544.92,12800.0,4800,0.0,5,0.0,26.517808219178082,0,0,0,1785.48,-1.0,0.0,0,0,0,0,0,2,0,0,0,1,0
0.0,1,3,1,3900,21,1,266.89,0.0,4920,2200.0,5,5.0,21.67945205479452,3,0,0,2587.78,-1.0,,1,1,1,1,0,3,1,0,0,0,0
0.0,0,3,1,2300,9,1,519.48,0.0,5160,0.0,2,0.0,25.232876712328768,1,3,4,2611.83,-1.0,,0,0,0,0,0,0,0,0,0,1,0
0.0,0,1,2,17200,27,1,856.46,23800.0,5880,0.0,5,0.0,27.964383561643835,2,2,2,2356.04,-1.0,0.0,0,1,1,1,0,2,0,0,0,0,0
0.0,0,2,1,7200,12,1,900.41,0.0,7440,0.0,5,0.0,27.736986301369864,0,0,0,3751.43,1.0,,0,0,0,0,0,3,2,0,0,1,0
0.0,1,1,1,12200,24,1,709.96,16800.0,4680,4100.0,5,5.0,37.52602739726027,0,0,0,4968.36,-1.0,0.0,0,0,0,0,0,0,0,0,0,1,0
0.0,1,1,1,15300,48,1,446.75,18700.0,4560,3700.0,6,5.0,16.726027397260275,3,2,4,4207.89,-1.0,0.0,0,1,3,3,0,3,0,0,0,0,0
0.0,0,3,2,3500,21,1,237.12,0.0,4920,0.0,5,0.0,21.69041095890411,1,0,0,2131.15,-1.0,,0,0,0,0,3,2,1,0,0,0,0
0.0,0,1,1,12400,30,6,3713.7,18200.0,5160,0.0,5,0.0,36.83835616438356,2,0,1,2091.19,-1.0,1.0,0,0,0,0,0,2,0,0,0,1,0
0.0,0,1,1,12900,36,1,508.43,21200.0,5160,0.0,5,0.0,36.95342465753425,1,0,0,2885.92,-1.0,0.0,2,3,3,3,3,2,2,0,0,0,0
0.0,0,2,1,8700,57,3,641.58,0.0,3840,0.0,5,0.0,34.83287671232877,3,1,1,1418.34,1.0,,0,0,0,1,0,3,0,0,0,0,0
0.0,0,1,1,12800,30,3,1809.06,13400.0,5520,0.0,4,0.0,25.87123287671233,0,0,0,2586.07,-1.0,0.0,0,0,0,0,0,3,0,0,0,0,0
0.0,1,1,1,14300,54,3,1081.83,18500.0,0,5000.0,7,5.0,20.77260273972603,0,2,2,4300.08,-1.0,1.0,0,1,3,3,0,2,2,0,0,0,0
0.0,0,2,1,7700,33,1,341.35,0.0,3840,0.0,5,0.0,27.96986301369863,3,2,2,1532.28,1.0,,2,2,2,2,0,3,1,0,0,0,0
0.0,0,3,1,3000,9,1,512.79,0.0,5040,0.0,5,0.0,19.70958904109589,1,1,2,2463.32,-1.0,,2,3,3,5,3,0,0,0,0,0,0
0.0,0,3,1,4000,15,1,420.0,0.0,5160,0.0,5,0.0,31.553424657534247,0,0,0,2151.76,-1.0,,0,0,0,0,0,3,1,0,0,0,0
0.0,0,3,2,2300,21,3,499.68,0.0,4320,0.0,6,0.0,28.81095890410959,0,0,0,1715.01,-1.0,,1,1,1,1,0,2,1,0,0,0,0
0.0,0,2,1,6700,30,1,322.33,0.0,5280,0.0,5,0.0,18.767123287671232,1,0,0,2069.27,0.0,,0,0,0,0,0,3,1,0,0,0,0
0.0,1,2,1,8200,24,1,494.61,0.0,4560,2600.0,2,4.0,22.175342465753424,0,0,0,3127.6,1.0,,0,1,4,4,0,3,1,0,0,0,0
0.0,0,1,2,14700,39,1,500.2,29300.0,3360,0.0,5,0.0,15.36986301369863,1,3,4,1305.55,-1.0,1.0,1,3,3,3,0,2,0,0,1,1,0
1.0,0,2,1,8400,12,1,1268.36,0.0,0,0.0,7,0.0,20.77260273972603,1,2,2,4412.04,0.0,,0,2,2,3,0,0,0,0,1,1,0
0.0,0,1,1,14600,39,1,531.3,14900.0,4680,0.0,5,0.0,25.164383561643834,2,0,2,2469.6,-1.0,0.0,0,1,1,1,0,0,0,0,0,1,0
